client_id,preferred_location,min_budget_DZD,max_budget_DZD,min_area,max_area,preferred_property_type,marital_status,has_kids,weight_location,weight_property_type,preferred_rooms,weight_rooms,preferred_schools_nearby,weight_schools_nearby,preferred_hospitals_nearby,weight_hospitals_nearby,preferred_parks_nearby,weight_parks_nearby,preferred_public_transport_score,weight_public_transport_score
CLT1548,Skikda,10081545,13619318,67,132,villa,married,False,0.55,0.05,4,0.61,2,0.9,2,0.42,5,0.84,0,0.42
CLT1549,Tindouf,10638306,12103452,53,104,apartment,married,False,0.04,0.26,5,0.67,1,0.85,1,0.39,1,0.49,4,0.1
CLT1550,Guelma,5520025,7717346,92,130,villa,married,False,0.63,0.14,5,0.08,2,0.4,3,0.67,4,0.31,6,0.04
CLT1551,Medea,10351240,12590480,68,107,apartment,divorced,True,0.95,0.26,5,0.95,1,0.76,3,0.22,2,0.87,0,0.67
CLT1552,El Oued,6157482,13395358,58,96,studio,married,False,0.6,0.39,3,0.84,0,0.82,2,0.22,5,0.16,1,0.54
CLT1553,Khenchela,5832281,12400697,78,117,apartment,single,False,0.82,0.94,4,0.81,5,0.89,4,0.73,1,0.21,8,0.44
CLT1554,Mila,8027698,12992613,67,104,apartment,married,True,0.88,0.61,3,0.82,2,0.54,2,0.5,1,0.69,2,0.63
CLT1555,Jijel,8328832,14483209,91,183,villa,divorced,True,0.23,0.83,1,0.93,3,0.2,4,0.42,4,0.35,5,0.83
CLT1556,Saida,6433519,8290515,79,169,villa,married,True,0.21,0.71,5,0.54,3,0.26,4,0.17,4,0.71,6,0.43
CLT1557,Biskra,10036620,17857331,57,93,villa,married,True,0.61,0.11,3,0.2,4,0.3,2,0.19,4,0.16,8,0.64
CLT1558,Bechar,10114122,17462632,60,133,studio,single,True,0.41,0.74,3,0.62,1,0.59,0,0.01,2,0.25,4,0.95
CLT1559,MSila,11995376,15829140,70,128,apartment,divorced,False,0.84,0.28,1,0.74,2,0.03,3,0.09,1,0.16,3,0.84
CLT1560,Ain Defla,8941830,10883016,82,181,apartment,single,True,0.9,0.64,2,0.74,4,0.64,5,0.56,3,0.95,10,0.43
CLT1561,Touggourt,7247826,11864104,73,173,villa,single,False,0.35,0.34,4,0.52,2,0.36,4,0.89,2,0.41,1,0.64
CLT1562,Setif,5077611,12996580,75,112,studio,married,True,0.24,1.0,2,0.07,1,0.3,4,0.29,0,0.34,2,0.18
CLT1563,El Mghair,8446971,15933188,61,136,apartment,married,True,0.78,0.26,5,0.37,3,0.88,0,0.33,5,0.01,4,0.56
CLT1564,Adrar,9505497,11195413,88,166,studio,single,True,0.27,0.28,3,0.92,0,0.46,5,0.12,4,0.15,10,0.98
CLT1565,Adrar,10060167,11861270,75,135,apartment,single,True,0.82,0.93,1,0.58,3,0.1,1,0.39,1,0.42,1,0.52
CLT1566,Tindouf,6344955,8081193,50,132,studio,married,False,0.42,0.02,1,0.54,4,0.83,0,0.04,5,0.07,3,0.93
CLT1567,Jijel,8166737,9617933,66,93,villa,divorced,False,0.67,0.7,4,0.27,5,0.05,5,0.92,2,0.51,0,0.41
CLT1568,Ouargla,7433045,8462158,78,127,villa,married,True,0.1,0.73,2,0.37,0,0.73,0,0.67,0,0.46,3,1.0
CLT1569,Ouled Djellal,5956689,7537715,89,112,villa,married,False,0.62,0.84,4,0.9,4,0.77,4,0.99,2,0.77,6,0.58
CLT1570,MSila,8930930,14551942,58,130,studio,single,False,0.45,0.97,3,0.67,1,0.35,3,0.88,2,0.66,2,0.04
CLT1571,Skikda,11607124,14328349,60,146,studio,divorced,True,0.59,0.98,4,0.79,0,0.82,0,0.47,3,0.45,9,0.59
CLT1572,In Guezzam,5154816,11418592,92,107,apartment,married,False,0.17,0.07,1,0.45,4,0.52,1,0.52,5,0.22,7,0.27
CLT1573,Mila,8315076,14261427,89,136,apartment,single,False,0.74,0.82,1,0.63,1,0.46,2,0.19,3,0.73,5,0.03
CLT1574,Constantine,7034699,12071658,86,103,studio,single,False,0.86,0.65,5,0.25,3,0.05,5,0.46,2,0.71,5,0.82
CLT1575,Bejaia,10088279,14693062,74,174,apartment,married,False,0.22,0.65,5,0.71,5,0.29,0,0.9,0,0.15,0,0.28
CLT1576,Tindouf,5855775,12725036,69,166,apartment,divorced,True,0.1,0.13,3,0.43,1,0.93,0,0.05,1,0.91,4,0.8
CLT1577,Tlemcen,8975673,16829877,56,127,apartment,married,False,0.02,0.65,2,0.44,2,0.39,1,0.86,1,0.06,2,0.29
CLT1578,Tipaza,6017160,13377725,72,89,apartment,single,False,0.64,0.98,4,0.65,1,0.55,3,0.34,5,0.06,9,0.19
CLT1579,Medea,9256181,15666621,70,118,villa,married,True,0.61,0.91,3,0.94,1,0.53,0,0.9,4,0.19,0,0.97
CLT1580,Tlemcen,7113188,12868029,96,124,apartment,married,True,0.55,0.44,5,0.06,5,0.59,0,0.94,4,0.91,7,0.36
CLT1581,Tlemcen,9364844,10898705,91,185,studio,single,False,0.23,0.04,4,0.82,2,0.06,3,0.67,1,0.52,6,0.6
CLT1582,Jijel,8168900,11690965,68,143,apartment,divorced,False,0.39,0.36,5,0.29,4,0.36,1,0.66,2,0.79,6,0.61
CLT1583,Illizi,8264070,15376156,81,91,villa,single,False,0.59,0.83,4,0.44,4,0.72,5,0.45,2,0.23,9,0.56
CLT1584,Mila,10787936,13274525,90,188,apartment,married,True,0.5,0.7,2,0.02,1,0.2,5,0.84,3,0.49,9,0.91
CLT1585,Mostaganem,8799344,11693106,54,104,studio,single,False,0.99,0.46,3,0.3,2,0.2,0,0.96,5,0.36,9,0.67
CLT1586,El Menia,7109887,10469454,75,144,apartment,divorced,False,0.14,0.06,4,0.5,2,0.01,3,0.78,3,0.83,3,0.4
CLT1587,Illizi,6369155,8141066,92,163,villa,married,True,0.7,0.43,1,0.06,5,0.44,0,0.62,4,0.02,10,0.86
CLT1588,Tipaza,9767015,13016250,99,111,studio,single,False,0.4,0.47,1,0.49,3,0.88,2,0.61,1,0.24,5,0.18
CLT1589,Sidi Bel Abbes,6161910,11152128,55,83,studio,single,False,0.43,0.93,4,0.93,4,0.05,5,0.85,2,0.15,8,0.54
CLT1590,In Guezzam,8530385,10029389,90,130,apartment,single,True,0.72,0.64,4,0.11,5,0.19,4,0.54,1,0.86,2,0.95
CLT1591,Souk Ahras,6702548,13699229,78,137,studio,single,True,0.69,0.31,4,0.76,0,0.31,2,0.8,0,0.47,8,0.63
CLT1592,Tissemsilt,11482138,15937401,91,179,studio,divorced,True,0.99,0.53,1,0.41,4,0.73,0,0.51,1,0.4,3,0.82
CLT1593,Ghardaia,5251360,7071131,56,121,apartment,married,False,0.13,0.07,1,0.66,5,0.64,1,0.06,0,0.45,4,0.65
CLT1594,Chlef,11737119,18103097,53,141,villa,single,False,0.1,0.97,4,0.26,4,0.42,5,0.38,3,0.97,6,0.84
CLT1595,Tlemcen,10660580,12272863,72,161,studio,single,True,0.72,0.36,5,0.16,3,0.76,4,0.44,3,0.85,5,0.94
CLT1596,Biskra,9109990,10943123,74,139,studio,married,False,0.58,0.48,5,0.16,0,0.61,2,0.14,4,0.71,9,0.27
CLT1597,Relizane,11080728,12161928,59,138,apartment,single,False,0.27,0.36,2,0.07,3,0.9,5,0.1,1,0.29,7,0.17
CLT1598,Biskra,7916280,11377881,78,90,villa,married,True,0.08,0.68,3,0.19,0,0.82,3,0.54,1,0.17,7,0.48
CLT1599,El Tarf,8063810,11260237,100,191,villa,divorced,True,0.09,0.66,5,0.66,1,0.25,1,0.09,0,0.92,7,0.7
CLT1600,Tizi Ouzou,8508717,11819829,93,140,villa,single,True,0.89,0.72,1,0.88,5,0.27,2,0.3,3,0.42,2,0.23
CLT1601,Laghouat,11337038,13181246,84,140,apartment,married,True,0.19,0.27,5,0.81,0,0.13,3,0.74,0,0.28,9,0.0
CLT1602,Ouled Djellal,11212767,13747228,63,150,villa,married,False,0.32,0.32,2,0.69,3,0.34,0,0.96,3,0.47,5,0.34
CLT1603,Ghardaia,5529473,12458910,68,159,studio,single,False,0.23,0.13,2,0.11,4,1.0,3,0.72,0,0.92,6,0.97
CLT1604,Guelma,8923298,13958172,85,146,apartment,married,True,0.35,0.66,3,0.29,0,0.41,2,0.99,3,0.39,8,0.69
CLT1605,Tipaza,8231227,10798499,53,87,studio,single,True,0.07,0.04,5,0.31,5,0.22,2,0.7,0,0.56,9,0.4
CLT1606,MSila,8347245,12569941,67,136,villa,single,False,0.52,0.6,1,0.25,0,0.76,0,0.29,3,0.8,9,0.19
CLT1607,MSila,8067786,10259969,97,109,villa,single,True,0.07,0.87,1,0.52,2,0.54,3,0.67,5,0.43,3,0.36
CLT1608,Adrar,6226867,12276958,99,145,apartment,married,False,0.8,0.89,4,0.54,4,0.15,3,0.7,0,0.23,4,0.17
CLT1609,Mostaganem,5305706,7301886,66,95,studio,divorced,False,0.23,0.45,1,0.36,5,0.38,0,0.37,1,0.99,7,0.11
CLT1610,Constantine,8698285,11997022,74,147,villa,married,False,0.54,0.46,3,0.35,5,0.41,3,0.02,4,0.96,0,0.91
CLT1611,Touggourt,6963756,8090200,92,176,apartment,divorced,True,0.88,0.08,3,0.83,1,0.75,5,0.7,5,0.84,5,1.0
CLT1612,Ouargla,6234374,9675115,81,131,villa,single,True,0.65,0.67,1,0.79,3,0.02,0,0.02,5,0.69,3,0.16
CLT1613,Guelma,8821330,12531518,76,97,studio,married,False,0.53,0.82,1,0.31,1,0.27,1,0.63,0,0.29,4,0.05
CLT1614,In Salah,11406567,19333246,86,185,studio,single,False,0.32,0.24,4,0.91,5,0.52,2,0.16,4,0.91,10,0.33
CLT1615,Bordj Badji Mokhtar,9664262,12943377,72,89,villa,single,True,0.33,0.42,1,0.95,4,0.27,1,0.57,1,0.28,4,0.46
CLT1616,Adrar,8969262,15933735,80,114,apartment,divorced,False,0.67,0.84,4,0.33,0,0.63,5,0.5,5,0.8,1,0.2
CLT1617,Tindouf,8924908,14849289,76,129,villa,married,False,0.99,0.88,4,0.35,0,0.48,5,0.01,1,0.92,7,0.3
CLT1618,Sidi Bel Abbes,6058739,9478492,52,134,apartment,married,True,0.66,0.24,1,0.51,4,0.36,4,0.36,3,0.6,1,0.2
CLT1619,El Tarf,8976811,12166013,84,105,villa,married,True,0.56,0.55,2,0.94,5,0.95,4,0.6,4,0.8,3,0.77
CLT1620,Naama,8684593,12099924,51,74,apartment,divorced,False,0.73,0.19,2,0.88,0,0.63,4,0.85,2,0.79,4,0.71
CLT1621,El Tarf,5845390,11617975,95,157,apartment,divorced,True,0.47,0.1,4,0.1,0,0.13,0,0.89,3,0.19,0,0.63
CLT1622,Constantine,10693487,11784625,64,145,studio,married,False,0.06,0.91,1,0.39,0,0.56,3,0.48,4,0.67,5,0.39
CLT1623,Sidi Bel Abbes,8071346,15461227,80,96,apartment,divorced,False,0.56,0.82,2,0.55,3,0.78,5,0.73,0,0.09,1,0.91
CLT1624,Souk Ahras,10939598,17773733,57,85,villa,married,False,0.96,0.76,1,0.5,3,0.71,1,0.32,0,0.51,4,0.97
CLT1625,Beni Abbes,9442344,17288832,96,177,villa,divorced,False,0.18,0.05,1,0.19,2,0.17,1,0.34,1,0.16,5,0.17
CLT1626,Djanet,9731129,15149968,60,112,studio,single,False,0.69,0.84,1,0.86,1,0.97,1,0.19,5,0.42,10,0.22
CLT1627,Adrar,11382348,18298955,92,169,villa,divorced,False,0.2,0.44,5,0.68,4,0.45,1,0.56,2,0.83,7,0.53
CLT1628,Djelfa,6561924,10160617,70,159,apartment,single,False,0.54,0.34,1,0.84,4,0.16,4,0.31,0,0.99,8,0.09
CLT1629,Touggourt,7322138,13582683,69,154,apartment,single,True,0.1,0.55,5,0.86,4,0.18,1,0.08,4,0.32,5,0.44
CLT1630,Guelma,8310589,13540008,77,122,villa,divorced,False,0.45,0.09,4,0.75,2,0.1,3,0.69,5,0.53,4,0.58
CLT1631,El Menia,10458882,11613577,82,117,studio,single,True,0.76,0.76,2,0.44,3,0.8,4,0.71,5,0.51,3,0.52
CLT1632,Tissemsilt,7549987,10447981,75,149,villa,married,False,0.35,0.58,2,0.61,5,0.12,1,0.36,4,0.95,1,0.33
CLT1633,Laghouat,10985428,14875746,81,166,studio,married,False,0.66,0.19,2,0.16,5,0.13,0,0.08,5,0.48,1,0.54
CLT1634,Medea,7642479,11988110,65,138,studio,divorced,False,0.8,0.19,2,0.67,2,0.85,2,0.43,0,0.7,6,0.96
CLT1635,Relizane,11557973,19377108,99,188,villa,divorced,True,0.93,0.18,2,0.18,5,0.34,2,0.44,4,0.92,4,0.21
CLT1636,Djanet,10550140,18473308,83,171,apartment,married,False,0.23,0.06,2,0.69,4,0.03,2,0.67,4,0.37,6,0.65
CLT1637,Sidi Bel Abbes,10613958,12416976,85,172,apartment,single,True,0.4,0.59,2,0.23,1,0.05,4,0.32,1,0.9,10,0.04
CLT1638,Setif,7250431,10441888,100,149,apartment,divorced,False,0.15,0.84,4,0.12,0,0.14,1,0.68,2,0.92,0,0.07
CLT1639,Setif,10148536,16260115,67,98,apartment,divorced,False,0.99,0.02,1,0.17,3,0.21,5,0.87,1,0.93,0,0.55
CLT1640,Tiaret,6801986,13996522,61,122,studio,divorced,True,0.93,0.05,3,0.0,3,0.67,5,0.24,2,0.27,4,0.1
CLT1641,Constantine,11268035,18954759,51,83,studio,married,False,0.54,0.57,5,0.72,2,0.16,5,0.98,4,0.4,1,0.02
CLT1642,Ain Defla,9020993,15097328,87,142,apartment,married,True,0.84,0.82,3,0.73,3,0.12,4,0.39,5,0.87,7,0.17
CLT1643,Blida,8161660,10474779,93,176,villa,married,True,0.52,0.33,3,0.51,4,0.76,3,0.27,2,0.36,2,0.56
CLT1644,Bouira,5222373,8028619,70,133,villa,divorced,False,0.62,0.35,1,0.16,5,0.67,0,0.42,4,0.6,0,0.7
CLT1645,El Bayadh,6545122,11195632,83,158,villa,divorced,True,0.09,0.6,1,0.08,4,0.44,0,0.09,4,0.12,1,0.2
CLT1646,Annaba,10088080,11738518,70,144,studio,divorced,True,0.76,0.27,1,0.02,2,0.55,2,0.13,1,0.06,9,0.67
CLT1647,Tamanrasset,10547276,14763650,56,94,studio,divorced,True,0.13,0.03,2,0.17,4,0.31,2,0.41,1,0.41,9,0.18
CLT1648,Bejaia,8396746,9516480,55,119,studio,divorced,True,0.83,0.74,4,0.89,5,0.48,5,0.76,5,0.58,6,0.61
CLT1649,Skikda,11412096,13072970,59,118,apartment,divorced,False,0.78,0.63,2,0.24,1,0.51,5,0.9,3,0.39,5,0.41
CLT1650,Mascara,7809754,11386432,70,168,studio,married,False,0.71,0.58,4,0.35,2,0.39,2,0.66,0,0.58,7,0.65
CLT1651,Ouargla,6466832,8481585,73,84,apartment,divorced,True,0.04,0.74,4,0.11,1,0.91,1,0.11,3,0.52,6,1.0
CLT1652,Relizane,7727249,15449052,63,129,apartment,single,True,0.3,0.68,3,0.22,0,0.02,3,0.67,3,0.69,9,0.94
CLT1653,Khenchela,10924882,12243790,63,79,apartment,divorced,True,0.26,0.21,3,0.52,1,0.78,3,0.64,5,0.65,7,0.0
CLT1654,El Oued,6684745,14444505,90,145,apartment,married,False,0.36,0.35,4,0.61,0,0.12,3,0.81,2,0.42,2,0.89
CLT1655,Algiers,6253304,11002928,65,82,apartment,married,False,0.09,0.13,4,0.25,0,0.8,3,0.83,5,0.42,5,0.07
CLT1656,Djelfa,6242690,7782764,55,101,studio,single,True,0.94,0.13,2,0.06,1,0.62,2,0.87,5,0.14,6,0.95
CLT1657,Ouled Djellal,7613234,15489339,59,137,studio,divorced,False,0.55,0.68,2,0.39,2,0.84,0,0.41,4,0.51,9,0.28
CLT1658,El Menia,6560022,12820400,63,145,apartment,single,False,0.31,0.86,3,0.23,5,0.1,2,0.7,4,0.59,10,0.38
CLT1659,Skikda,10054379,15215511,53,66,apartment,married,False,0.4,0.96,1,0.22,4,0.56,3,0.27,4,0.48,0,0.09
CLT1660,Tamanrasset,11442391,15331527,62,132,villa,single,True,0.45,0.63,4,0.96,4,0.5,2,1.0,0,0.33,0,0.11
CLT1661,Medea,8831469,14210169,64,110,villa,married,True,0.6,0.18,2,0.62,5,0.71,3,0.18,2,0.72,6,0.73
CLT1662,Batna,9327959,12292726,76,123,apartment,divorced,True,0.52,0.11,3,0.56,0,0.53,4,0.01,2,0.07,10,0.94
CLT1663,Skikda,10621094,18530712,92,125,studio,married,True,0.92,0.81,2,0.42,0,0.54,5,0.15,4,0.91,2,0.61
CLT1664,Ouled Djellal,9280326,11168083,98,165,apartment,married,False,0.5,0.58,4,0.43,2,0.43,0,0.78,3,0.02,2,0.72
CLT1665,Djanet,10711860,16848387,94,189,villa,married,False,0.99,0.62,4,0.54,3,0.31,4,0.45,0,0.96,4,0.76
CLT1666,Oum El Bouaghi,6421992,13845350,94,180,studio,married,True,0.85,0.78,5,0.7,1,0.48,1,0.45,3,0.46,10,0.26
CLT1667,Bejaia,9430228,14616558,59,132,villa,divorced,True,0.21,0.7,1,0.7,0,0.12,2,0.96,1,0.41,5,0.05
CLT1668,Batna,8319827,14920341,77,168,apartment,single,False,0.93,0.83,5,0.17,4,0.96,1,0.92,2,0.26,1,0.0
CLT1669,Blida,7033123,10326270,68,147,villa,single,False,0.12,0.06,3,0.5,2,0.71,2,0.31,2,0.01,2,0.35
CLT1670,Ain Defla,11568172,17435412,74,107,apartment,single,True,0.82,0.75,2,0.41,1,0.95,5,0.21,3,0.27,5,0.24
CLT1671,In Guezzam,5743342,7866141,99,149,villa,single,True,0.38,0.85,3,0.87,2,0.23,4,0.85,0,0.11,2,0.06
CLT1672,Mascara,5889400,11320326,59,107,villa,single,False,0.88,0.29,4,0.63,1,0.88,5,0.91,2,0.66,4,0.18
CLT1673,Mila,11551912,14371746,86,124,villa,divorced,True,0.87,0.64,5,0.53,1,0.81,3,0.54,3,0.32,8,0.12
CLT1674,Chlef,7544073,12797208,57,97,studio,single,True,0.81,0.31,5,0.12,5,0.68,5,0.63,5,0.77,2,0.91
CLT1675,Touggourt,8740716,13507696,54,108,villa,married,False,0.79,0.96,5,0.61,0,0.63,5,0.26,5,0.21,10,0.14
CLT1676,Tizi Ouzou,7428700,14444454,61,74,villa,divorced,True,0.3,0.03,3,0.12,2,0.32,3,0.8,0,0.9,5,0.54
CLT1677,Ain Temouchent,7123722,11997563,74,142,villa,divorced,True,0.08,0.58,4,0.34,2,0.82,2,0.63,3,0.52,10,0.59
CLT1678,Tamanrasset,11050931,17395481,72,87,villa,single,False,0.4,0.17,2,0.14,5,0.5,3,0.5,5,0.11,4,0.54
CLT1679,Ouargla,9947154,17422029,72,90,villa,divorced,True,0.17,0.71,2,0.69,4,0.07,4,0.06,0,0.4,4,0.1
CLT1680,Boumerdes,10730659,12435908,75,89,studio,divorced,True,0.69,0.18,3,0.21,4,0.31,5,0.92,4,0.21,10,0.32
CLT1681,Saida,9135156,13493676,58,75,studio,married,True,0.35,0.24,5,0.39,0,0.94,3,0.62,0,0.2,5,0.05
CLT1682,Bouira,6393251,10828544,79,128,apartment,single,True,0.98,0.49,1,0.9,0,0.85,5,0.19,1,0.51,5,0.4
CLT1683,Tipaza,6531402,10997601,79,134,apartment,married,True,0.64,0.91,3,0.2,3,0.98,4,0.61,4,0.67,0,0.19
CLT1684,Tipaza,6718652,8546604,97,193,studio,single,False,0.82,0.21,3,0.51,5,0.63,1,0.68,3,0.91,10,0.56
CLT1685,Bechar,5170029,8529453,84,147,studio,divorced,True,0.13,0.14,4,0.42,4,0.25,4,0.53,4,0.5,8,0.69
CLT1686,Constantine,8547495,15521924,88,151,apartment,divorced,False,0.86,0.76,2,0.02,1,0.16,0,0.72,4,0.97,4,0.53
CLT1687,Setif,8913751,11873153,77,157,studio,divorced,False,0.92,0.5,3,0.79,2,0.19,0,0.58,3,0.94,0,0.43
CLT1688,Djelfa,6256820,13055057,58,82,apartment,single,False,0.49,0.91,3,0.07,0,0.02,0,0.95,3,0.87,7,0.39
CLT1689,Blida,5302449,10100557,64,126,apartment,single,False,0.61,0.15,5,0.47,2,0.39,5,0.05,5,0.5,6,0.84
CLT1690,Ain Temouchent,7122534,15119370,56,103,studio,married,True,0.76,0.65,5,0.56,2,0.19,2,0.11,1,0.14,6,0.22
CLT1691,Naama,9150127,11320497,99,129,villa,single,True,0.17,0.23,1,0.63,3,0.41,2,0.17,3,0.22,4,0.73
CLT1692,Souk Ahras,8494764,14668121,71,121,villa,divorced,False,0.5,0.16,4,0.69,4,0.93,2,0.69,2,0.65,0,0.76
CLT1693,MSila,5943477,12957124,57,80,studio,married,False,0.4,0.68,1,0.25,0,0.43,5,0.65,2,0.42,8,0.42
CLT1694,Ouled Djellal,9729368,13006354,99,143,villa,divorced,False,0.15,0.59,5,0.01,2,0.88,4,0.89,1,0.15,10,0.3
CLT1695,Annaba,10728557,12363012,77,140,villa,single,False,0.37,0.75,2,0.72,0,0.61,2,0.73,0,0.48,8,0.47
CLT1696,Beni Abbes,10857695,14081875,90,134,studio,single,True,0.07,0.31,5,0.54,1,0.25,1,0.51,0,0.02,7,0.09
CLT1697,Tissemsilt,5404054,8890059,76,88,studio,married,True,0.03,0.45,4,0.84,3,0.36,0,0.99,2,0.73,4,0.05
CLT1698,Souk Ahras,9857100,16493994,68,122,studio,divorced,False,0.14,0.41,5,0.82,1,0.08,4,0.27,3,0.07,2,0.11
CLT1699,Djanet,8597629,13634047,73,167,villa,single,True,0.96,0.98,4,0.84,0,0.33,0,0.83,1,0.63,7,0.19
CLT1700,Bouira,5824669,8214123,92,180,villa,married,False,0.55,0.29,4,0.49,0,0.68,2,0.43,0,0.79,0,0.5
CLT1701,Ouargla,8559479,13590854,61,77,villa,married,True,0.97,0.29,4,0.33,4,0.07,4,0.65,0,0.13,2,0.85
CLT1702,Annaba,6116232,9604584,75,86,apartment,single,True,0.43,0.35,4,0.79,2,0.21,3,0.73,4,0.52,10,0.24
CLT1703,Relizane,7250021,14707481,77,109,apartment,divorced,False,0.31,0.56,4,0.45,2,0.38,1,0.63,2,0.78,6,0.94
CLT1704,Tebessa,7932047,13401184,72,142,apartment,single,False,0.51,0.25,2,0.18,1,0.98,2,0.14,3,0.26,3,0.95
CLT1705,Annaba,11368686,14906999,89,148,villa,divorced,False,0.44,0.92,1,0.85,3,0.78,2,0.44,1,0.16,6,0.96
CLT1706,Blida,7642092,10683313,78,140,apartment,divorced,True,0.11,0.27,3,0.88,5,0.73,1,0.56,0,0.34,10,0.84
CLT1707,Tizi Ouzou,8226874,13458399,92,112,studio,single,False,0.64,0.9,1,0.47,2,0.12,1,0.85,4,0.55,4,0.36
CLT1708,Tamanrasset,6800993,14226147,90,111,villa,single,True,0.22,0.1,4,0.08,4,0.78,3,0.44,2,0.58,5,0.07
CLT1709,Mascara,8015463,9289645,56,117,apartment,divorced,False,0.62,0.66,2,0.39,1,0.79,2,0.92,2,0.13,6,0.57
CLT1710,Souk Ahras,11201789,13491949,75,124,studio,divorced,False,0.65,0.91,5,0.8,1,0.6,5,0.44,1,0.46,9,0.56
CLT1711,Ain Temouchent,7519350,13758380,86,102,villa,married,False,0.15,0.17,2,0.9,5,0.99,2,0.55,0,0.27,6,0.85
CLT1712,Tebessa,9154551,14800824,63,81,villa,married,True,0.06,0.97,4,0.2,4,0.33,0,0.8,1,0.84,6,1.0
CLT1713,Tizi Ouzou,10867532,18504257,53,140,villa,divorced,True,0.78,0.45,2,0.07,3,0.94,4,0.58,1,0.31,6,0.51
CLT1714,Mascara,7907826,13569430,76,119,studio,divorced,True,0.46,0.95,2,0.88,4,0.91,4,0.96,5,0.84,10,0.35
CLT1715,El Oued,10907575,12296109,95,112,apartment,divorced,False,0.06,0.68,4,0.39,3,0.01,0,0.66,4,0.43,6,0.19
CLT1716,Tizi Ouzou,9729388,16669581,71,160,studio,single,True,0.99,0.3,2,0.54,4,0.45,4,0.52,2,0.73,2,0.0
CLT1717,Souk Ahras,10123222,13851573,93,115,apartment,divorced,False,0.06,0.19,3,0.97,4,0.98,1,0.02,5,0.51,2,0.51
CLT1718,Timimoun,9014348,10071065,76,111,studio,divorced,False,0.7,0.3,3,0.07,0,0.1,4,0.41,3,0.62,6,0.56
CLT1719,El Tarf,7824064,9692502,58,109,studio,single,True,0.98,0.09,2,0.65,1,0.55,4,0.3,2,0.4,1,0.82
CLT1720,Tissemsilt,7527991,14815245,70,152,apartment,single,False,0.24,0.14,5,0.07,4,0.98,0,0.75,2,0.77,1,0.5
CLT1721,Boumerdes,5002337,8342168,69,82,villa,single,False,0.14,0.1,4,0.38,5,0.56,3,0.21,4,0.43,2,0.92
CLT1722,Bejaia,7799024,15497957,67,110,apartment,married,True,0.12,0.42,3,0.8,4,0.19,4,0.21,3,0.46,3,0.63
CLT1723,Mostaganem,9185109,12215341,93,142,apartment,married,True,0.3,0.8,5,0.43,2,0.58,5,0.19,0,0.52,5,0.84
CLT1724,Adrar,5611219,9287048,64,138,villa,single,False,0.1,0.14,2,1.0,1,0.2,4,0.13,3,0.83,7,0.15
CLT1725,Annaba,11498070,14197273,74,150,villa,married,True,0.69,0.13,5,0.56,2,0.52,3,0.31,0,0.66,9,0.86
CLT1726,El Mghair,9019200,13533339,100,131,studio,married,True,0.06,0.64,1,0.32,1,0.07,0,0.89,3,0.35,9,0.68
CLT1727,El Oued,6466872,13043802,86,109,apartment,single,True,0.51,0.2,3,0.22,2,0.61,3,0.77,1,0.67,6,0.17
CLT1728,Biskra,9232336,10393588,65,151,studio,single,True,1.0,0.1,2,0.35,4,0.52,0,0.74,3,0.64,3,0.19
CLT1729,Guelma,8010510,10473377,85,118,studio,divorced,True,0.81,0.17,4,0.37,4,0.74,1,0.8,5,0.93,1,0.93
CLT1730,Bordj Badji Mokhtar,7217801,10304092,52,76,studio,divorced,False,0.62,0.92,2,0.07,0,0.63,0,0.27,5,0.84,1,0.03
CLT1731,Souk Ahras,11479291,13884480,95,120,studio,married,True,0.31,0.82,4,0.37,5,0.55,1,0.89,4,0.65,3,0.46
CLT1732,Laghouat,9212721,13075635,82,138,apartment,married,True,0.62,0.35,2,0.46,2,0.69,1,0.14,0,0.34,5,0.31
CLT1733,Tlemcen,5320681,8065834,75,103,studio,divorced,True,0.53,0.66,5,0.72,3,0.14,0,0.34,2,0.78,2,0.67
CLT1734,Khenchela,9835984,12855628,68,107,apartment,married,True,0.43,0.54,5,0.66,0,0.6,5,0.59,4,0.58,5,0.84
CLT1735,Bejaia,8345799,10029134,72,142,studio,married,True,0.13,0.68,5,0.71,2,0.17,2,0.1,5,0.99,4,0.36
CLT1736,Djelfa,8111567,12373443,86,123,villa,divorced,False,0.89,0.68,1,0.01,2,0.93,0,0.73,5,0.25,4,0.43
CLT1737,Relizane,6456182,9098036,58,157,villa,married,True,0.45,0.63,4,0.22,0,0.07,4,0.39,0,0.08,1,0.98
CLT1738,Tebessa,9727269,11287636,100,111,villa,divorced,True,0.19,0.27,5,0.66,4,0.43,5,0.78,5,0.07,7,0.78
CLT1739,Laghouat,11976892,19003394,79,147,studio,divorced,True,0.37,0.04,1,0.48,2,0.7,5,0.49,5,0.64,4,0.9
CLT1740,Beni Abbes,6187365,8074491,59,110,apartment,single,True,0.41,0.46,4,0.01,4,0.46,4,0.18,0,0.94,10,0.44
CLT1741,Timimoun,7896102,12808166,76,142,villa,divorced,True,0.83,0.89,2,0.8,0,0.09,2,0.73,5,0.0,1,0.23
CLT1742,Guelma,8246575,15538940,100,112,villa,single,True,0.73,0.57,1,0.77,4,0.55,5,0.25,2,0.73,6,0.41
CLT1743,Mila,9665746,17572840,84,147,villa,divorced,True,0.77,0.83,3,0.55,1,0.64,1,0.49,1,0.66,8,0.72
CLT1744,Tizi Ouzou,5130473,10853857,68,147,apartment,married,False,0.01,0.99,1,0.07,3,0.7,2,0.08,4,0.73,8,0.11
